lat,lon,alt,date,device,os,version
37.7973632812,-122.410545349,17.9524364471,2012-03-31 14:51:44,"iPhone4,1",5.1,1.0
37.7858047485,-122.409759521,28,2012-03-31 15:06:40,"iPhone4,1",5.1,1.0
37.7790222168,-122.409843445,16,2012-03-31 15:34:24,"iPhone4,1",5.1,1.0
37.784236908,-122.400093079,12.25,2012-03-31 17:59:28,"iPhone4,1",5.1,1.0
37.7763633728,-122.408477783,12.3999996185,2012-03-31 18:22:56,"iPhone4,1",5.1,1.0
37.7893981934,-122.407493591,20.8119487762,2012-03-31 19:46:08,"iPhone4,1",5.1,1.0
37.7751693726,-122.410018921,13.5833454132,2012-03-31 19:52:32,"iPhone4,1",5.1,1.0
37.7888374329,-122.407501221,13.5417661667,2012-03-31 20:01:04,"iPhone4,1",5.1,1.0
37.7771110535,-122.407867432,13.4516954422,2012-03-31 20:16:00,"iPhone4,1",5.1,1.0
37.7973632812,-122.410392761,13.8463630676,2012-03-31 20:43:44,"iPhone4,1",5.1,1.0
37.7789382935,-122.409629822,18.9774494171,2012-03-31 20:54:24,"iPhone4,1",5.1,1.0
37.7983055115,-122.410476685,17.8687133789,2012-03-31 23:19:28,"iPhone4,1",5.1,1.0
37.7791175842,-122.409851074,17.4559230804,2012-03-31 23:30:08,"iPhone4,1",5.1,1.0
37.7983665466,-122.410476685,17.3268470764,2012-03-31 23:40:48,"iPhone4,1",5.1,1.0
37.7792930603,-122.40953064,18.0355701447,2012-03-31 23:45:04,"iPhone4,1",5.1,1.0
37.7734222412,-122.418525696,16.6666660309,2012-04-01 02:52:48,"iPhone4,1",5.1,1.0
37.7572631836,-122.422966003,5.00052070618,2012-04-01 02:59:12,"iPhone4,1",5.1,1.0
37.7515563965,-122.430763245,45.2925567627,2012-04-01 03:12:00,"iPhone4,1",5.1,1.0
37.7634620667,-122.42212677,52.9758491516,2012-04-01 07:19:28,"iPhone4,1",5.1,1.0
37.7769813538,-122.409324646,14.5,2012-04-01 07:25:52,"iPhone4,1",5.1,1.0
37.7880973816,-122.41040802,2.00203871727,2012-04-01 07:32:16,"iPhone4,1",5.1,1.0
37.7789039612,-122.409629822,17.4729099274,2012-04-01 07:51:28,"iPhone4,1",5.1,1.0
37.7931175232,-122.410057068,17.5888519287,2012-04-01 14:58:08,"iPhone4,1",5.1,1.0
37.7787857056,-122.409568787,17.4944438934,2012-04-01 15:08:48,"iPhone4,1",5.1,1.0
37.7742118835,-122.4115448,18,2012-04-01 16:34:08,"iPhone4,1",5.1,1.0
37.7839012146,-122.412712097,15,2012-04-01 17:38:08,"iPhone4,1",5.1,1.0
37.7718162537,-122.412231445,14.0408725739,2012-04-01 17:50:56,"iPhone4,1",5.1,1.0
37.7850456238,-122.409629822,14.6000003815,2012-04-01 18:35:44,"iPhone4,1",5.1,1.0
37.7741127014,-122.411880493,14.1262178421,2012-04-01 19:14:08,"iPhone4,1",5.1,1.0
37.78490448,-122.40965271,-58,2012-04-01 20:09:36,"iPhone4,1",5.1,1.0
37.7693061829,-122.420417786,188,2012-04-01 20:48:00,"iPhone4,1",5.1,1.0
37.7779998779,-122.411628723,13.7881317139,2012-04-01 21:49:52,"iPhone4,1",5.1,1.0
37.7889442444,-122.408210754,15.5,2012-04-02 00:36:16,"iPhone4,1",5.1,1.0
37.7861824036,-122.418296814,49.6865577698,2012-04-02 01:53:04,"iPhone4,1",5.1,1.0
